location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR034,SKU0061,58,14,46,1.49,2025-11-05
BR034,SKU0062,74,10,33,14.72,2025-10-27
BR034,SKU0063,53,27,41,7.56,2025-10-13
BR034,SKU0064,58,29,63,4.97,2025-09-07
BR034,SKU0065,60,20,61,6.64,2025-11-01
BR034,SKU0066,58,29,64,13.61,2025-11-07
BR034,SKU0067,71,15,44,10.74,2025-10-06
BR034,SKU0068,60,12,40,5.92,2025-11-20
BR034,SKU0069,60,10,68,10.36,2025-11-09
BR034,SKU0070,73,10,28,13.61,2025-11-06
BR034,SKU0071,49,27,24,12.75,2025-12-22
BR034,SKU0072,56,19,53,9.15,2025-10-10
BR034,SKU0073,69,12,29,9.28,2025-10-13
BR034,SKU0074,47,19,24,12.71,2025-11-26
BR034,SKU0075,61,22,35,6.73,2025-09-29
BR034,SKU0076,61,25,50,9.34,2025-10-27
BR034,SKU0077,47,19,22,6.83,2025-10-17
BR034,SKU0078,75,23,27,4.34,2025-12-23
BR034,SKU0079,69,27,39,12.73,2025-12-01
BR034,SKU0080,55,26,68,8.28,2025-09-05
BR035,SKU0001,58,15,34,7.11,2025-12-08
BR035,SKU0002,61,17,21,4.69,2025-10-24
BR035,SKU0003,82,24,55,14.78,2025-12-23
BR035,SKU0004,59,29,47,11.36,2025-10-05
BR035,SKU0005,61,14,67,12.11,2025-09-13
BR035,SKU0006,66,27,54,6.18,2025-09-24
BR035,SKU0007,52,14,49,13.72,2025-12-12
BR035,SKU0008,54,10,39,9.33,2025-09-15
BR035,SKU0009,53,13,69,14.81,2025-11-18
BR035,SKU0010,57,23,56,3.74,2025-11-05
BR035,SKU0011,61,11,60,14.31,2025-11-25
BR035,SKU0012,77,24,67,10.12,2025-10-28
BR035,SKU0013,61,12,31,7.2,2025-09-19
BR035,SKU0014,71,13,69,9.22,2025-12-18
BR035,SKU0015,59,17,64,14.37,2025-10-09
BR035,SKU0016,55,20,37,13.75,2025-10-05
BR035,SKU0017,69,15,21,3.4,2025-10-28
BR035,SKU0018,55,28,63,11.38,2025-11-08
BR035,SKU0019,51,28,24,5.43,2025-09-26
BR035,SKU0020,65,19,21,13.08,2025-12-23
BR035,SKU0021,62,20,51,2.74,2025-09-02
BR035,SKU0022,57,25,21,8.64,2025-09-17
BR035,SKU0023,66,21,43,4.35,2025-10-02
BR035,SKU0024,52,15,30,12.87,2025-11-08
BR035,SKU0025,56,27,69,2.55,2025-12-10
BR035,SKU0026,73,14,40,8.3,2025-10-19
BR035,SKU0027,66,28,40,4.55,2025-11-05
BR035,SKU0028,64,18,50,9.48,2025-09-09
BR035,SKU0029,60,24,65,1.49,2025-10-09
BR035,SKU0030,56,12,62,11.03,2025-09-04
BR035,SKU0031,52,22,32,5.91,2025-09-14
BR035,SKU0032,46,14,67,3.6,2025-12-03
BR035,SKU0033,64,14,42,10.47,2025-11-26
BR035,SKU0034,77,29,29,8.65,2025-12-18
BR035,SKU0035,50,27,45,14.11,2025-10-27
BR035,SKU0036,58,17,56,1.5,2025-09-25
BR035,SKU0037,61,28,35,5.32,2025-10-10
BR035,SKU0038,61,20,60,3.31,2025-12-25
BR035,SKU0039,56,21,21,12.28,2025-10-29
BR035,SKU0040,62,15,54,2.91,2025-12-21
BR035,SKU0041,57,10,68,4.35,2025-11-27
BR035,SKU0042,70,27,23,3.06,2025-09-03
BR035,SKU0043,59,10,32,10.54,2025-10-30
BR035,SKU0044,69,16,48,11.85,2025-10-24
BR035,SKU0045,62,26,40,4.46,2025-09-29
BR035,SKU0046,63,26,65,2.99,2025-10-02
BR035,SKU0047,70,26,55,8.68,2025-09-30
BR035,SKU0048,55,21,49,4.14,2025-12-20
BR035,SKU0049,58,22,38,13.83,2025-09-30
BR035,SKU0050,66,21,25,9.73,2025-09-24
BR035,SKU0051,64,23,57,9.36,2025-11-16
BR035,SKU0052,56,16,39,2.0,2025-09-18
BR035,SKU0053,70,24,63,4.28,2025-11-02
BR035,SKU0054,53,14,47,7.07,2025-10-30
BR035,SKU0055,50,16,29,9.17,2025-10-30
BR035,SKU0056,54,12,40,11.3,2025-10-18
BR035,SKU0057,63,15,64,14.16,2025-11-01
BR035,SKU0058,50,18,31,7.08,2025-12-14
BR035,SKU0059,57,22,68,3.93,2025-10-01
BR035,SKU0060,65,28,48,9.16,2025-10-17
BR035,SKU0061,52,13,56,10.15,2025-10-03
BR035,SKU0062,59,18,62,5.37,2025-09-16
BR035,SKU0063,71,19,23,3.69,2025-12-20
BR035,SKU0064,58,18,56,6.05,2025-11-21
BR035,SKU0065,71,19,56,8.82,2025-12-08
BR035,SKU0066,56,23,35,8.36,2025-12-24
BR035,SKU0067,53,18,58,4.52,2025-11-24
BR035,SKU0068,65,25,64,13.21,2025-11-16
BR035,SKU0069,62,23,40,10.81,2025-12-19
BR035,SKU0070,59,29,22,2.23,2025-09-24
BR035,SKU0071,57,11,69,12.86,2025-11-29
BR035,SKU0072,69,12,46,7.49,2025-12-12
BR035,SKU0073,57,13,32,12.19,2025-10-15
BR035,SKU0074,69,27,52,4.69,2025-11-25
BR035,SKU0075,56,14,58,4.57,2025-10-16
BR035,SKU0076,69,13,22,5.15,2025-11-16
BR035,SKU0077,60,18,53,1.25,2025-10-26
BR035,SKU0078,63,10,39,13.21,2025-09-21
BR035,SKU0079,78,22,28,2.23,2025-09-06
BR035,SKU0080,60,18,29,7.9,2025-09-12
